record_id,person_id,surface_name,source_type
NAMEVAR_PERSON_00123_1,PERSON_00123,SANTOSH PRASAD,witness
NAMEVAR_PERSON_00123_2,PERSON_00123,S. Prasad,business
NAMEVAR_PERSON_00124_0,PERSON_00124,Pawan Kumar,bank
NAMEVAR_PERSON_00124_1,PERSON_00124,PAWAN KUMAR,witness
NAMEVAR_PERSON_00124_2,PERSON_00124,P. Kumar,court
NAMEVAR_PERSON_00125_0,PERSON_00125,Srinivas Naidu,police
NAMEVAR_PERSON_00125_1,PERSON_00125,SRINIVAS NAIDU,police
NAMEVAR_PERSON_00125_2,PERSON_00125,S. Naidu,court
NAMEVAR_PERSON_00126_0,PERSON_00126,Rohit Sahu,police
NAMEVAR_PERSON_00126_1,PERSON_00126,ROHIT SAHU,witness
NAMEVAR_PERSON_00126_2,PERSON_00126,R. Sahu,surveillance
NAMEVAR_PERSON_00127_0,PERSON_00127,Pankaj Das,surveillance
NAMEVAR_PERSON_00127_1,PERSON_00127,PANKAJ DAS,surveillance
NAMEVAR_PERSON_00127_2,PERSON_00127,P. Das,court
NAMEVAR_PERSON_00128_0,PERSON_00128,Suresh Babu,witness
NAMEVAR_PERSON_00128_1,PERSON_00128,SURESH BABU,court
NAMEVAR_PERSON_00128_2,PERSON_00128,S. Babu,bank
NAMEVAR_PERSON_00129_0,PERSON_00129,Rohit Mishra,court
NAMEVAR_PERSON_00129_1,PERSON_00129,ROHIT MISHRA,bank
NAMEVAR_PERSON_00129_2,PERSON_00129,R. Mishra,court
NAMEVAR_PERSON_00130_0,PERSON_00130,Amit Pawar,business
NAMEVAR_PERSON_00130_1,PERSON_00130,AMIT PAWAR,court
NAMEVAR_PERSON_00130_2,PERSON_00130,A. Pawar,bank
NAMEVAR_PERSON_00131_0,PERSON_00131,Rohit Verma,court
NAMEVAR_PERSON_00131_1,PERSON_00131,ROHIT VERMA,police
NAMEVAR_PERSON_00131_2,PERSON_00131,R. Verma,business
NAMEVAR_PERSON_00132_0,PERSON_00132,Vivek Mishra,police
NAMEVAR_PERSON_00132_1,PERSON_00132,VIVEK MISHRA,police
NAMEVAR_PERSON_00132_2,PERSON_00132,V. Mishra,bank
NAMEVAR_PERSON_00133_0,PERSON_00133,Santosh Sahu,surveillance
NAMEVAR_PERSON_00133_1,PERSON_00133,SANTOSH SAHU,police
NAMEVAR_PERSON_00133_2,PERSON_00133,S. Sahu,police
NAMEVAR_PERSON_00134_0,PERSON_00134,Arun Babu,police
NAMEVAR_PERSON_00134_1,PERSON_00134,ARUN BABU,police
NAMEVAR_PERSON_00134_2,PERSON_00134,A. Babu,police
NAMEVAR_PERSON_00135_0,PERSON_00135,Ramesh Naidu,bank
NAMEVAR_PERSON_00135_1,PERSON_00135,RAMESH NAIDU,witness
NAMEVAR_PERSON_00135_2,PERSON_00135,R. Naidu,business
NAMEVAR_PERSON_00136_0,PERSON_00136,Srinivas Gowda,surveillance
NAMEVAR_PERSON_00136_1,PERSON_00136,SRINIVAS GOWDA,witness
NAMEVAR_PERSON_00136_2,PERSON_00136,S. Gowda,witness
NAMEVAR_PERSON_00137_0,PERSON_00137,Ramesh Selvam,business
NAMEVAR_PERSON_00137_1,PERSON_00137,RAMESH SELVAM,bank
NAMEVAR_PERSON_00137_2,PERSON_00137,R. Selvam,police
NAMEVAR_PERSON_00138_0,PERSON_00138,Manoj Yadav,bank
NAMEVAR_PERSON_00138_1,PERSON_00138,MANOJ YADAV,court
NAMEVAR_PERSON_00138_2,PERSON_00138,M. Yadav,bank
NAMEVAR_PERSON_00139_0,PERSON_00139,Naveen Kumar,court
NAMEVAR_PERSON_00139_1,PERSON_00139,NAVEEN KUMAR,bank
NAMEVAR_PERSON_00139_2,PERSON_00139,N. Kumar,bank
NAMEVAR_PERSON_00140_0,PERSON_00140,Manoj Singh,witness
NAMEVAR_PERSON_00140_1,PERSON_00140,MANOJ SINGH,police
NAMEVAR_PERSON_00140_2,PERSON_00140,M. Singh,court
NAMEVAR_PERSON_00141_0,PERSON_00141,Amit Singh,court
NAMEVAR_PERSON_00141_1,PERSON_00141,AMIT SINGH,court
NAMEVAR_PERSON_00141_2,PERSON_00141,A. Singh,business
NAMEVAR_PERSON_00142_0,PERSON_00142,Jayesh Mehta,witness
NAMEVAR_PERSON_00142_1,PERSON_00142,JAYESH MEHTA,business
NAMEVAR_PERSON_00142_2,PERSON_00142,J. Mehta,business
NAMEVAR_PERSON_00143_0,PERSON_00143,Rohit Verma,police
NAMEVAR_PERSON_00143_1,PERSON_00143,ROHIT VERMA,witness
NAMEVAR_PERSON_00143_2,PERSON_00143,R. Verma,business
NAMEVAR_PERSON_00144_0,PERSON_00144,Amit Meena,surveillance
NAMEVAR_PERSON_00144_1,PERSON_00144,AMIT MEENA,bank
NAMEVAR_PERSON_00144_2,PERSON_00144,A. Meena,bank
NAMEVAR_PERSON_00145_0,PERSON_00145,Subhash Das,court
NAMEVAR_PERSON_00145_1,PERSON_00145,SUBHASH DAS,surveillance
NAMEVAR_PERSON_00145_2,PERSON_00145,S. Das,business
NAMEVAR_PERSON_00146_0,PERSON_00146,Rohit Joshi,court
NAMEVAR_PERSON_00146_1,PERSON_00146,ROHIT JOSHI,surveillance
NAMEVAR_PERSON_00146_2,PERSON_00146,R. Joshi,surveillance
NAMEVAR_PERSON_00147_0,PERSON_00147,Rohit Shinde,bank
NAMEVAR_PERSON_00147_1,PERSON_00147,ROHIT SHINDE,surveillance
NAMEVAR_PERSON_00147_2,PERSON_00147,R. Shinde,bank
NAMEVAR_PERSON_00148_0,PERSON_00148,Manoj Prasad,surveillance
NAMEVAR_PERSON_00148_1,PERSON_00148,MANOJ PRASAD,witness
NAMEVAR_PERSON_00148_2,PERSON_00148,M. Prasad,witness
NAMEVAR_PERSON_00149_0,PERSON_00149,Arjun Gupta,court
NAMEVAR_PERSON_00149_1,PERSON_00149,ARJUN GUPTA,surveillance
NAMEVAR_PERSON_00149_2,PERSON_00149,A. Gupta,witness
NAMEVAR_PERSON_00150_0,PERSON_00150,Vinod Krishna Menon,surveillance
NAMEVAR_PERSON_00150_1,PERSON_00150,VINOD KRISHNA MENON,witness
NAMEVAR_PERSON_00150_2,PERSON_00150,V. Menon,surveillance
NAMEVAR_PERSON_00150_3,PERSON_00150,Vinod Menon,business
NAMEVAR_PERSON_00151_0,PERSON_00151,Sunil Yadav,bank
NAMEVAR_PERSON_00151_1,PERSON_00151,SUNIL YADAV,witness
NAMEVAR_PERSON_00151_2,PERSON_00151,S. Yadav,business
NAMEVAR_PERSON_00152_0,PERSON_00152,Ravi Kumar,surveillance
NAMEVAR_PERSON_00152_1,PERSON_00152,RAVI KUMAR,police
NAMEVAR_PERSON_00152_2,PERSON_00152,R. Kumar,surveillance
NAMEVAR_PERSON_00153_0,PERSON_00153,Harish Varma,bank
NAMEVAR_PERSON_00153_1,PERSON_00153,HARISH VARMA,witness
NAMEVAR_PERSON_00153_2,PERSON_00153,H. Varma,bank
NAMEVAR_PERSON_00154_0,PERSON_00154,Debasish Singh,business
NAMEVAR_PERSON_00154_1,PERSON_00154,DEBASISH SINGH,business
NAMEVAR_PERSON_00154_2,PERSON_00154,D. Singh,business
NAMEVAR_PERSON_00155_0,PERSON_00155,Jayesh Mehta,police
NAMEVAR_PERSON_00155_1,PERSON_00155,JAYESH MEHTA,business
NAMEVAR_PERSON_00155_2,PERSON_00155,J. Mehta,court
NAMEVAR_PERSON_00156_0,PERSON_00156,Ravi Prasad,court
NAMEVAR_PERSON_00156_1,PERSON_00156,RAVI PRASAD,business
NAMEVAR_PERSON_00156_2,PERSON_00156,R. Prasad,court
NAMEVAR_PERSON_00157_0,PERSON_00157,Rakesh Patnaik,surveillance
NAMEVAR_PERSON_00157_1,PERSON_00157,RAKESH PATNAIK,bank
NAMEVAR_PERSON_00157_2,PERSON_00157,R. Patnaik,police
NAMEVAR_PERSON_00158_0,PERSON_00158,Deepak Kumar,police
NAMEVAR_PERSON_00158_1,PERSON_00158,DEEPAK KUMAR,business
NAMEVAR_PERSON_00158_2,PERSON_00158,D. Kumar,surveillance
NAMEVAR_PERSON_00159_0,PERSON_00159,Rohit Singh,court
NAMEVAR_PERSON_00159_1,PERSON_00159,ROHIT SINGH,business
NAMEVAR_PERSON_00159_2,PERSON_00159,R. Singh,business
NAMEVAR_PERSON_00160_0,PERSON_00160,Amit Singh,witness
NAMEVAR_PERSON_00160_1,PERSON_00160,AMIT SINGH,court
NAMEVAR_PERSON_00160_2,PERSON_00160,A. Singh,surveillance
NAMEVAR_PERSON_00161_0,PERSON_00161,Ravi Kumar,witness
NAMEVAR_PERSON_00161_1,PERSON_00161,RAVI KUMAR,business
NAMEVAR_PERSON_00161_2,PERSON_00161,R. Kumar,court
NAMEVAR_PERSON_00162_0,PERSON_00162,Rajesh Meena,court
NAMEVAR_PERSON_00162_1,PERSON_00162,RAJESH MEENA,business
NAMEVAR_PERSON_00162_2,PERSON_00162,R. Meena,surveillance
NAMEVAR_PERSON_00163_0,PERSON_00163,Anil Prasad,bank
NAMEVAR_PERSON_00163_1,PERSON_00163,ANIL PRASAD,business
NAMEVAR_PERSON_00163_2,PERSON_00163,A. Prasad,bank
NAMEVAR_PERSON_00164_0,PERSON_00164,Naveen Menon,surveillance
NAMEVAR_PERSON_00164_1,PERSON_00164,NAVEEN MENON,police
NAMEVAR_PERSON_00164_2,PERSON_00164,N. Menon,police
NAMEVAR_PERSON_00165_0,PERSON_00165,Rajesh Singh,witness
NAMEVAR_PERSON_00165_1,PERSON_00165,RAJESH SINGH,police
NAMEVAR_PERSON_00165_2,PERSON_00165,R. Singh,bank
NAMEVAR_PERSON_00166_0,PERSON_00166,Anil Raj,business
NAMEVAR_PERSON_00166_1,PERSON_00166,ANIL RAJ,court
NAMEVAR_PERSON_00166_2,PERSON_00166,A. Raj,surveillance
NAMEVAR_PERSON_00167_0,PERSON_00167,Deepak Sahu,court
NAMEVAR_PERSON_00167_1,PERSON_00167,DEEPAK SAHU,surveillance
NAMEVAR_PERSON_00167_2,PERSON_00167,D. Sahu,business
NAMEVAR_PERSON_00167_3,PERSON_00167,Ravi Sahu,court
NAMEVAR_PERSON_00168_0,PERSON_00168,Ravi Kumar,police
NAMEVAR_PERSON_00168_1,PERSON_00168,RAVI KUMAR,witness
NAMEVAR_PERSON_00168_2,PERSON_00168,R. Kumar,business
NAMEVAR_PERSON_00169_0,PERSON_00169,Ganesh Raj,court
NAMEVAR_PERSON_00169_1,PERSON_00169,GANESH RAJ,business
NAMEVAR_PERSON_00169_2,PERSON_00169,G. Raj,police
NAMEVAR_PERSON_00170_0,PERSON_00170,Pankaj Gupta,surveillance
NAMEVAR_PERSON_00170_1,PERSON_00170,PANKAJ GUPTA,court
NAMEVAR_PERSON_00170_2,PERSON_00170,P. Gupta,bank
NAMEVAR_PERSON_00171_0,PERSON_00171,Santosh Kumar,court
NAMEVAR_PERSON_00171_1,PERSON_00171,SANTOSH KUMAR,police
NAMEVAR_PERSON_00171_2,PERSON_00171,S. Kumar,surveillance
NAMEVAR_PERSON_00172_0,PERSON_00172,Rajesh Sahu,witness
NAMEVAR_PERSON_00172_1,PERSON_00172,RAJESH SAHU,witness
NAMEVAR_PERSON_00172_2,PERSON_00172,R. Sahu,surveillance
NAMEVAR_PERSON_00173_0,PERSON_00173,Ravi Verma,surveillance
NAMEVAR_PERSON_00173_1,PERSON_00173,RAVI VERMA,police
NAMEVAR_PERSON_00173_2,PERSON_00173,R. Verma,business
NAMEVAR_PERSON_00174_0,PERSON_00174,Suresh Nayak,bank
NAMEVAR_PERSON_00174_1,PERSON_00174,SURESH NAYAK,surveillance
NAMEVAR_PERSON_00174_2,PERSON_00174,S. Nayak,police
NAMEVAR_PERSON_00175_0,PERSON_00175,Rohit Jain,police
NAMEVAR_PERSON_00175_1,PERSON_00175,ROHIT JAIN,surveillance
NAMEVAR_PERSON_00175_2,PERSON_00175,R. Jain,business
NAMEVAR_PERSON_00176_0,PERSON_00176,Prakash Shinde,court
NAMEVAR_PERSON_00176_1,PERSON_00176,PRAKASH SHINDE,witness
NAMEVAR_PERSON_00176_2,PERSON_00176,P. Shinde,bank
NAMEVAR_PERSON_00177_0,PERSON_00177,Jayesh Rao,witness
NAMEVAR_PERSON_00177_1,PERSON_00177,JAYESH RAO,court
NAMEVAR_PERSON_00177_2,PERSON_00177,J. Rao,witness
NAMEVAR_PERSON_00178_0,PERSON_00178,Rohit Singh,court
NAMEVAR_PERSON_00178_1,PERSON_00178,ROHIT SINGH,business
NAMEVAR_PERSON_00178_2,PERSON_00178,R. Singh,police
NAMEVAR_PERSON_00179_0,PERSON_00179,Rohit Kumar,bank
NAMEVAR_PERSON_00179_1,PERSON_00179,ROHIT KUMAR,police
NAMEVAR_PERSON_00179_2,PERSON_00179,R. Kumar,witness
NAMEVAR_PERSON_00180_0,PERSON_00180,Srinivas Reddy,surveillance
NAMEVAR_PERSON_00180_1,PERSON_00180,SRINIVAS REDDY,witness
NAMEVAR_PERSON_00180_2,PERSON_00180,S. Reddy,court
NAMEVAR_PERSON_00181_0,PERSON_00181,Deepak Yadav,surveillance
NAMEVAR_PERSON_00181_1,PERSON_00181,DEEPAK YADAV,surveillance
NAMEVAR_PERSON_00181_2,PERSON_00181,D. Yadav,bank
NAMEVAR_PERSON_00182_0,PERSON_00182,Nitin Patel,court
NAMEVAR_PERSON_00182_1,PERSON_00182,NITIN PATEL,police
NAMEVAR_PERSON_00182_2,PERSON_00182,N. Patel,police
NAMEVAR_PERSON_00183_0,PERSON_00183,Nitin Shinde,business
NAMEVAR_PERSON_00183_1,PERSON_00183,NITIN SHINDE,surveillance
NAMEVAR_PERSON_00183_2,PERSON_00183,N. Shinde,court
NAMEVAR_PERSON_00184_0,PERSON_00184,Ravi Singh,court
NAMEVAR_PERSON_00184_1,PERSON_00184,RAVI SINGH,witness
NAMEVAR_PERSON_00184_2,PERSON_00184,R. Singh,bank
NAMEVAR_PERSON_00185_0,PERSON_00185,Ganesh Kumar,witness
NAMEVAR_PERSON_00185_1,PERSON_00185,GANESH KUMAR,business
NAMEVAR_PERSON_00185_2,PERSON_00185,G. Kumar,police
NAMEVAR_PERSON_00186_0,PERSON_00186,Debasish Prasad,bank
NAMEVAR_PERSON_00186_1,PERSON_00186,DEBASISH PRASAD,court
NAMEVAR_PERSON_00186_2,PERSON_00186,D. Prasad,bank
NAMEVAR_PERSON_00187_0,PERSON_00187,Pankaj Sharma,business
NAMEVAR_PERSON_00187_1,PERSON_00187,PANKAJ SHARMA,bank
NAMEVAR_PERSON_00187_2,PERSON_00187,P. Sharma,court
NAMEVAR_PERSON_00188_0,PERSON_00188,Prakash Pawar,court
NAMEVAR_PERSON_00188_1,PERSON_00188,PRAKASH PAWAR,witness
NAMEVAR_PERSON_00188_2,PERSON_00188,P. Pawar,court
NAMEVAR_PERSON_00189_0,PERSON_00189,Manoj Raj,police
NAMEVAR_PERSON_00189_1,PERSON_00189,MANOJ RAJ,witness
NAMEVAR_PERSON_00189_2,PERSON_00189,M. Raj,business
NAMEVAR_PERSON_00190_0,PERSON_00190,Akash Kumar,business
NAMEVAR_PERSON_00190_1,PERSON_00190,AKASH KUMAR,court
NAMEVAR_PERSON_00190_2,PERSON_00190,A. Kumar,police
NAMEVAR_PERSON_00191_0,PERSON_00191,Jayesh Shinde,bank
NAMEVAR_PERSON_00191_1,PERSON_00191,JAYESH SHINDE,police
NAMEVAR_PERSON_00191_2,PERSON_00191,J. Shinde,bank
NAMEVAR_PERSON_00192_0,PERSON_00192,Sunil Verma,witness
NAMEVAR_PERSON_00192_1,PERSON_00192,SUNIL VERMA,bank
NAMEVAR_PERSON_00192_2,PERSON_00192,S. Verma,business
NAMEVAR_PERSON_00193_0,PERSON_00193,Suresh Patnaik,police
NAMEVAR_PERSON_00193_1,PERSON_00193,SURESH PATNAIK,court
NAMEVAR_PERSON_00193_2,PERSON_00193,S. Patnaik,surveillance
NAMEVAR_PERSON_00194_0,PERSON_00194,Anil Mishra,police
NAMEVAR_PERSON_00194_1,PERSON_00194,ANIL MISHRA,police
NAMEVAR_PERSON_00194_2,PERSON_00194,A. Mishra,business
NAMEVAR_PERSON_00195_0,PERSON_00195,Deepak Kumar,police
NAMEVAR_PERSON_00195_1,PERSON_00195,DEEPAK KUMAR,bank
NAMEVAR_PERSON_00195_2,PERSON_00195,D. Kumar,business
NAMEVAR_PERSON_00196_0,PERSON_00196,Vignesh Naik,police
NAMEVAR_PERSON_00196_1,PERSON_00196,VIGNESH NAIK,court
NAMEVAR_PERSON_00196_2,PERSON_00196,V. Naik,court
NAMEVAR_PERSON_00197_0,PERSON_00197,Harish Babu,surveillance
NAMEVAR_PERSON_00197_1,PERSON_00197,HARISH BABU,bank
NAMEVAR_PERSON_00197_2,PERSON_00197,H. Babu,business
NAMEVAR_PERSON_00198_0,PERSON_00198,Deepak Singh,court
NAMEVAR_PERSON_00198_1,PERSON_00198,DEEPAK SINGH,witness
NAMEVAR_PERSON_00198_2,PERSON_00198,D. Singh,surveillance
NAMEVAR_PERSON_00198_3,PERSON_00198,Ganesh Singh,business
NAMEVAR_PERSON_00199_0,PERSON_00199,Vivek Jadhav,court
NAMEVAR_PERSON_00199_1,PERSON_00199,VIVEK JADHAV,police
NAMEVAR_PERSON_00199_2,PERSON_00199,V. Jadhav,police
NAMEVAR_PERSON_00200_0,PERSON_00200,Amit Kumar Patel,surveillance
NAMEVAR_PERSON_00200_1,PERSON_00200,AMIT KUMAR PATEL,business
NAMEVAR_PERSON_00200_2,PERSON_00200,A. Patel,bank
NAMEVAR_PERSON_00200_3,PERSON_00200,Amit Patel,business
NAMEVAR_PERSON_00201_0,PERSON_00201,Suresh Rao,witness
NAMEVAR_PERSON_00201_1,PERSON_00201,SURESH RAO,bank
NAMEVAR_PERSON_00201_2,PERSON_00201,S. Rao,police
NAMEVAR_PERSON_00202_0,PERSON_00202,Rohit Verma,court
NAMEVAR_PERSON_00202_1,PERSON_00202,ROHIT VERMA,surveillance
NAMEVAR_PERSON_00202_2,PERSON_00202,R. Verma,police
NAMEVAR_PERSON_00203_0,PERSON_00203,Srinivas Selvam,surveillance
NAMEVAR_PERSON_00203_1,PERSON_00203,SRINIVAS SELVAM,bank
NAMEVAR_PERSON_00203_2,PERSON_00203,S. Selvam,business
NAMEVAR_PERSON_00204_0,PERSON_00204,Ashok Yadav,court
NAMEVAR_PERSON_00204_1,PERSON_00204,ASHOK YADAV,surveillance
NAMEVAR_PERSON_00204_2,PERSON_00204,A. Yadav,business
NAMEVAR_PERSON_00205_0,PERSON_00205,Vivek Rao,police
NAMEVAR_PERSON_00205_1,PERSON_00205,VIVEK RAO,business
NAMEVAR_PERSON_00205_2,PERSON_00205,V. Rao,surveillance
NAMEVAR_PERSON_00206_0,PERSON_00206,Vivek Joshi,bank
NAMEVAR_PERSON_00206_1,PERSON_00206,VIVEK JOSHI,court
NAMEVAR_PERSON_00206_2,PERSON_00206,V. Joshi,court
NAMEVAR_PERSON_00207_0,PERSON_00207,Rajesh Raj,court
NAMEVAR_PERSON_00207_1,PERSON_00207,RAJESH RAJ,bank
NAMEVAR_PERSON_00207_2,PERSON_00207,R. Raj,witness
NAMEVAR_PERSON_00208_0,PERSON_00208,Arun Gowda,court
NAMEVAR_PERSON_00208_1,PERSON_00208,ARUN GOWDA,surveillance
NAMEVAR_PERSON_00208_2,PERSON_00208,A. Gowda,witness
NAMEVAR_PERSON_00209_0,PERSON_00209,Anil Kumar,witness
NAMEVAR_PERSON_00209_1,PERSON_00209,ANIL KUMAR,surveillance
NAMEVAR_PERSON_00209_2,PERSON_00209,A. Kumar,police
NAMEVAR_PERSON_00210_0,PERSON_00210,Ashok Mishra,witness
NAMEVAR_PERSON_00210_1,PERSON_00210,ASHOK MISHRA,court
NAMEVAR_PERSON_00210_2,PERSON_00210,A. Mishra,business
NAMEVAR_PERSON_00211_0,PERSON_00211,Vignesh Shetty,business
NAMEVAR_PERSON_00211_1,PERSON_00211,VIGNESH SHETTY,police
NAMEVAR_PERSON_00211_2,PERSON_00211,V. Shetty,surveillance
NAMEVAR_PERSON_00212_0,PERSON_00212,Ajay Babu,court
NAMEVAR_PERSON_00212_1,PERSON_00212,AJAY BABU,business
NAMEVAR_PERSON_00212_2,PERSON_00212,A. Babu,surveillance
NAMEVAR_PERSON_00213_0,PERSON_00213,Rajesh Patel,bank
NAMEVAR_PERSON_00213_1,PERSON_00213,RAJESH PATEL,police
NAMEVAR_PERSON_00213_2,PERSON_00213,R. Patel,bank
NAMEVAR_PERSON_00214_0,PERSON_00214,Arjun Mishra,police
NAMEVAR_PERSON_00214_1,PERSON_00214,ARJUN MISHRA,surveillance
NAMEVAR_PERSON_00214_2,PERSON_00214,A. Mishra,court
NAMEVAR_PERSON_00215_0,PERSON_00215,Kiran Varma,police
NAMEVAR_PERSON_00215_1,PERSON_00215,KIRAN VARMA,bank
NAMEVAR_PERSON_00215_2,PERSON_00215,K. Varma,surveillance
NAMEVAR_PERSON_00216_0,PERSON_00216,Debasish Jha,police
NAMEVAR_PERSON_00216_1,PERSON_00216,DEBASISH JHA,court
NAMEVAR_PERSON_00216_2,PERSON_00216,D. Jha,witness
NAMEVAR_PERSON_00217_0,PERSON_00217,Prasad Babu,police
NAMEVAR_PERSON_00217_1,PERSON_00217,PRASAD BABU,surveillance
NAMEVAR_PERSON_00217_2,PERSON_00217,P. Babu,bank
NAMEVAR_PERSON_00218_0,PERSON_00218,Amit Patel,police
NAMEVAR_PERSON_00218_1,PERSON_00218,AMIT PATEL,bank
NAMEVAR_PERSON_00218_2,PERSON_00218,A. Patel,police
NAMEVAR_PERSON_00219_0,PERSON_00219,Hitesh Patel,witness
NAMEVAR_PERSON_00219_1,PERSON_00219,HITESH PATEL,police
NAMEVAR_PERSON_00219_2,PERSON_00219,H. Patel,witness
NAMEVAR_PERSON_00220_0,PERSON_00220,Santosh Singh,surveillance
NAMEVAR_PERSON_00220_1,PERSON_00220,SANTOSH SINGH,witness
NAMEVAR_PERSON_00220_2,PERSON_00220,S. Singh,surveillance
NAMEVAR_PERSON_00221_0,PERSON_00221,Arjun Yadav,witness
NAMEVAR_PERSON_00221_1,PERSON_00221,ARJUN YADAV,bank
NAMEVAR_PERSON_00221_2,PERSON_00221,A. Yadav,bank
NAMEVAR_PERSON_00222_0,PERSON_00222,Vamsi Babu,bank
NAMEVAR_PERSON_00222_1,PERSON_00222,VAMSI BABU,witness
NAMEVAR_PERSON_00222_2,PERSON_00222,V. Babu,witness
NAMEVAR_PERSON_00223_0,PERSON_00223,Santosh Das,witness
NAMEVAR_PERSON_00223_1,PERSON_00223,SANTOSH DAS,bank
NAMEVAR_PERSON_00223_2,PERSON_00223,S. Das,witness
NAMEVAR_PERSON_00224_0,PERSON_00224,Deepak Saha,surveillance
NAMEVAR_PERSON_00224_1,PERSON_00224,DEEPAK SAHA,business
NAMEVAR_PERSON_00224_2,PERSON_00224,D. Saha,court
NAMEVAR_PERSON_00225_0,PERSON_00225,Sanjay Kumar,court
NAMEVAR_PERSON_00225_1,PERSON_00225,SANJAY KUMAR,court
NAMEVAR_PERSON_00225_2,PERSON_00225,S. Kumar,police
NAMEVAR_PERSON_00226_0,PERSON_00226,Anil Meena,witness
NAMEVAR_PERSON_00226_1,PERSON_00226,ANIL MEENA,witness
NAMEVAR_PERSON_00226_2,PERSON_00226,A. Meena,police
NAMEVAR_PERSON_00227_0,PERSON_00227,Santosh Yadav,business
NAMEVAR_PERSON_00227_1,PERSON_00227,SANTOSH YADAV,business
NAMEVAR_PERSON_00227_2,PERSON_00227,S. Yadav,witness
NAMEVAR_PERSON_00228_0,PERSON_00228,Rajesh Pillai,surveillance
NAMEVAR_PERSON_00228_1,PERSON_00228,RAJESH PILLAI,court
NAMEVAR_PERSON_00228_2,PERSON_00228,R. Pillai,surveillance
NAMEVAR_PERSON_00229_0,PERSON_00229,Arjun Singh,bank
NAMEVAR_PERSON_00229_1,PERSON_00229,ARJUN SINGH,business
NAMEVAR_PERSON_00229_2,PERSON_00229,A. Singh,court
NAMEVAR_PERSON_00230_0,PERSON_00230,Anil Patnaik,court
NAMEVAR_PERSON_00230_1,PERSON_00230,ANIL PATNAIK,bank
NAMEVAR_PERSON_00230_2,PERSON_00230,A. Patnaik,business
NAMEVAR_PERSON_00231_0,PERSON_00231,Rajesh Nayak,witness
NAMEVAR_PERSON_00231_1,PERSON_00231,RAJESH NAYAK,court
NAMEVAR_PERSON_00231_2,PERSON_00231,R. Nayak,bank
NAMEVAR_PERSON_00232_0,PERSON_00232,Amit Verma,bank
NAMEVAR_PERSON_00232_1,PERSON_00232,AMIT VERMA,police
NAMEVAR_PERSON_00232_2,PERSON_00232,A. Verma,court
NAMEVAR_PERSON_00233_0,PERSON_00233,Vivek Shinde,court
NAMEVAR_PERSON_00233_1,PERSON_00233,VIVEK SHINDE,police
NAMEVAR_PERSON_00233_2,PERSON_00233,V. Shinde,police
NAMEVAR_PERSON_00234_0,PERSON_00234,Rajesh Jha,surveillance
NAMEVAR_PERSON_00234_1,PERSON_00234,RAJESH JHA,police
NAMEVAR_PERSON_00234_2,PERSON_00234,R. Jha,court
NAMEVAR_PERSON_00235_0,PERSON_00235,Harish Reddy,witness
NAMEVAR_PERSON_00235_1,PERSON_00235,HARISH REDDY,court
NAMEVAR_PERSON_00235_2,PERSON_00235,H. Reddy,court
NAMEVAR_PERSON_00236_0,PERSON_00236,Vivek Shah,court
NAMEVAR_PERSON_00236_1,PERSON_00236,VIVEK SHAH,court
NAMEVAR_PERSON_00236_2,PERSON_00236,V. Shah,surveillance
NAMEVAR_PERSON_00237_0,PERSON_00237,Mahesh Rao,bank
NAMEVAR_PERSON_00237_1,PERSON_00237,MAHESH RAO,witness
NAMEVAR_PERSON_00237_2,PERSON_00237,M. Rao,surveillance
NAMEVAR_PERSON_00238_0,PERSON_00238,Amit Verma,witness
NAMEVAR_PERSON_00238_1,PERSON_00238,AMIT VERMA,police
NAMEVAR_PERSON_00238_2,PERSON_00238,A. Verma,police
NAMEVAR_PERSON_00239_0,PERSON_00239,Dinesh Prasad,witness
NAMEVAR_PERSON_00239_1,PERSON_00239,DINESH PRASAD,police
NAMEVAR_PERSON_00239_2,PERSON_00239,D. Prasad,bank
NAMEVAR_PERSON_00240_0,PERSON_00240,Vikas Singh,police
NAMEVAR_PERSON_00240_1,PERSON_00240,VIKAS SINGH,court
NAMEVAR_PERSON_00240_2,PERSON_00240,V. Singh,surveillance
NAMEVAR_PERSON_00241_0,PERSON_00241,Rajesh Verma,police
NAMEVAR_PERSON_00241_1,PERSON_00241,RAJESH VERMA,court
NAMEVAR_PERSON_00241_2,PERSON_00241,R. Verma,bank
NAMEVAR_PERSON_00242_0,PERSON_00242,Vinod Selvam,bank
NAMEVAR_PERSON_00242_1,PERSON_00242,VINOD SELVAM,bank
NAMEVAR_PERSON_00242_2,PERSON_00242,V. Selvam,business
NAMEVAR_PERSON_00243_0,PERSON_00243,Manoj Verma,witness
NAMEVAR_PERSON_00243_1,PERSON_00243,MANOJ VERMA,police
NAMEVAR_PERSON_00243_2,PERSON_00243,M. Verma,business
NAMEVAR_PERSON_00244_0,PERSON_00244,Ravi Jain,surveillance
NAMEVAR_PERSON_00244_1,PERSON_00244,RAVI JAIN,surveillance
NAMEVAR_PERSON_00244_2,PERSON_00244,R. Jain,surveillance
NAMEVAR_PERSON_00245_0,PERSON_00245,Manoj Reddy,business
NAMEVAR_PERSON_00245_1,PERSON_00245,MANOJ REDDY,business
NAMEVAR_PERSON_00245_2,PERSON_00245,M. Reddy,business
NAMEVAR_PERSON_00246_0,PERSON_00246,Vivek Singh,witness
NAMEVAR_PERSON_00246_1,PERSON_00246,VIVEK SINGH,police
