account_id,account_number,bank_name,branch_city,account_type
ACCT_00391,7511101354773300,National Meridian Bank,Hyderabad,Savings
ACCT_00392,3069797957905729,National Meridian Bank,Bengaluru,Salary
ACCT_00393,7393651256345021,Suryodaya Commercial Bank,Kochi,Savings
ACCT_00394,4723130917161083,National Meridian Bank,Mumbai,Current
ACCT_00395,4376248859373064,Suryodaya Commercial Bank,Chennai,Salary
ACCT_00396,4411685957010545,National Meridian Bank,Ahmedabad,Current
ACCT_00397,6718328028674524,Suryodaya Commercial Bank,Kochi,Savings
ACCT_00398,6946378686730954,Suryodaya Commercial Bank,Chennai,Savings
ACCT_00399,2423694022033301,Suryodaya Commercial Bank,Ranchi,Current
ACCT_00400,5473593539229663,Dakshin Cooperative Bank,Noida,Current
ACCT_00401,0112008968119606,National Meridian Bank,Ranchi,Salary
ACCT_00402,7768214130865023,Suryodaya Commercial Bank,Raipur,Savings
ACCT_00403,1957734234400417,Crescent Union Bank,Bengaluru,Current
ACCT_00404,1192786006002010,National Meridian Bank,Kochi,Savings
ACCT_00405,5349027064898335,Dakshin Cooperative Bank,Mumbai,Current
ACCT_00406,2345085204375391,National Meridian Bank,Noida,Salary
ACCT_00407,4342968408785410,Suryodaya Commercial Bank,Delhi,Current
ACCT_00408,1997400220758658,Dakshin Cooperative Bank,Mumbai,Salary
ACCT_00409,3383790957122784,Dakshin Cooperative Bank,Panaji,Savings
ACCT_00410,4192957340353122,Suryodaya Commercial Bank,Hyderabad,Salary
ACCT_00411,4198817235826853,Crescent Union Bank,Bhubaneswar,Salary
ACCT_00412,5933610047493944,National Meridian Bank,Patna,Savings
ACCT_00413,0963184656509339,National Meridian Bank,Raipur,Salary
ACCT_00414,6230340034325570,Suryodaya Commercial Bank,Kolkata,Current
ACCT_00415,1512381703395066,Dakshin Cooperative Bank,Jaipur,Current
ACCT_00416,0901077792524947,Dakshin Cooperative Bank,Kolkata,Current
ACCT_00417,4437739498617822,Dakshin Cooperative Bank,Vijayawada,Current
ACCT_00418,3523501841784710,Crescent Union Bank,Patna,Salary
ACCT_00419,2334811731851464,National Meridian Bank,Indore,Savings
ACCT_00420,8618115687818545,Dakshin Cooperative Bank,Noida,Savings
ACCT_00421,3861279376181915,Suryodaya Commercial Bank,Delhi,Salary
ACCT_00422,3066312772536967,Crescent Union Bank,Panaji,Savings
ACCT_00423,5454428033209002,National Meridian Bank,Ahmedabad,Savings
ACCT_00424,5334274280056645,Crescent Union Bank,Indore,Salary
ACCT_00425,2998091187753248,National Meridian Bank,Indore,Salary
ACCT_00426,1154020597625023,Crescent Union Bank,Raipur,Savings
ACCT_00427,1488980623577639,Crescent Union Bank,Hyderabad,Salary
ACCT_00428,3653497731677134,Suryodaya Commercial Bank,Bhubaneswar,Current
ACCT_00429,5125640079968370,Dakshin Cooperative Bank,Bhubaneswar,Savings
ACCT_00430,6175093607620246,Suryodaya Commercial Bank,Kolkata,Current
ACCT_00431,1662560306246212,National Meridian Bank,Indore,Savings
ACCT_00432,9887594558864381,Harborline Bank,Indore,Savings
ACCT_00433,6041223906120238,National Meridian Bank,Panaji,Savings
ACCT_00434,6432080131684591,Dakshin Cooperative Bank,Mumbai,Current
ACCT_00435,4687556649274691,Crescent Union Bank,Jaipur,Salary
ACCT_00436,8441665571357024,Suryodaya Commercial Bank,Bengaluru,Salary
ACCT_00437,6662708859375559,National Meridian Bank,Ranchi,Savings
ACCT_00438,8641993086056488,Crescent Union Bank,Hyderabad,Savings
ACCT_00439,6857117029774093,Dakshin Cooperative Bank,Hyderabad,Savings
ACCT_00440,8953044994564034,Dakshin Cooperative Bank,Kolkata,Current
ACCT_00441,2829192633445084,Dakshin Cooperative Bank,Bhubaneswar,Savings
ACCT_00442,3694840246272902,Dakshin Cooperative Bank,Bengaluru,Current
ACCT_00443,7206188948883888,Suryodaya Commercial Bank,Vijayawada,Current
ACCT_00444,7817205362457291,National Meridian Bank,Raipur,Savings
ACCT_00445,4963555352686028,Dakshin Cooperative Bank,Ranchi,Current
ACCT_00446,8511319681816769,National Meridian Bank,Delhi,Current
ACCT_00447,3393514425542048,National Meridian Bank,Delhi,Savings
ACCT_00448,9793978578229500,National Meridian Bank,Vijayawada,Savings
ACCT_00449,0553545997904361,Dakshin Cooperative Bank,Kochi,Current
ACCT_00450,3285639124241717,Dakshin Cooperative Bank,Kolkata,Salary
ACCT_00451,7177972265766490,Dakshin Cooperative Bank,Mumbai,Current
ACCT_00452,4572262016967919,National Meridian Bank,Bhubaneswar,Savings
ACCT_00453,9510862313589857,Dakshin Cooperative Bank,Chennai,Savings
ACCT_00454,2853649573222546,Harborline Bank,Mumbai,Current
ACCT_00455,9553920222074413,Dakshin Cooperative Bank,Patna,Savings
ACCT_00456,7090444101333691,National Meridian Bank,Kolkata,Savings
ACCT_00457,4210505535034003,Harborline Bank,Kolkata,Savings
ACCT_00458,1827588610207876,Harborline Bank,Panaji,Savings
ACCT_00459,4560042065354748,Harborline Bank,Kolkata,Salary
ACCT_00460,3521389820244067,Dakshin Cooperative Bank,Mumbai,Savings
ACCT_00461,9471510193317564,Suryodaya Commercial Bank,Hyderabad,Salary
ACCT_00462,4731391961372908,Crescent Union Bank,Jaipur,Current
ACCT_00463,1613604942935536,Dakshin Cooperative Bank,Panaji,Current
ACCT_00464,3054137424729970,Crescent Union Bank,Noida,Savings
ACCT_00465,5468140309400679,Crescent Union Bank,Bhubaneswar,Savings
ACCT_00466,4783590373864029,Crescent Union Bank,Vijayawada,Savings
ACCT_00467,4317254393749129,Crescent Union Bank,Raipur,Current
ACCT_00468,6700738197204272,Suryodaya Commercial Bank,Noida,Salary
ACCT_00469,8765393914345116,Crescent Union Bank,Ahmedabad,Salary
ACCT_00470,4422058122431649,Harborline Bank,Hyderabad,Savings
ACCT_00471,9179844448105118,National Meridian Bank,Patna,Current
ACCT_00472,8423024952026254,Suryodaya Commercial Bank,Indore,Savings
ACCT_00473,8437810155735409,Crescent Union Bank,Patna,Current
ACCT_00474,4723931515921155,National Meridian Bank,Patna,Current
ACCT_00475,0772737347175166,Harborline Bank,Patna,Salary
ACCT_00476,9336456660289125,Suryodaya Commercial Bank,Raipur,Savings
ACCT_00477,8007783892487834,National Meridian Bank,Chennai,Savings
ACCT_00478,4320724123959707,Harborline Bank,Bengaluru,Savings
ACCT_00479,2368361135525655,Harborline Bank,Raipur,Savings
ACCT_00480,7296128806365949,Crescent Union Bank,Kochi,Salary
