account_id,account_number,bank_name,branch_city,account_type
ACCT_00374,5961546507518265,Deccan Mercantile Bank,Thiruvananthapuram,Current
ACCT_00375,7953162168668609,Bharat Meridian Bank,Hubballi,Current
ACCT_00376,5744475478070363,Eastern Union Bank,Chennai,Savings
ACCT_00377,3423427067874032,Deccan Mercantile Bank,Vijayawada,Current
ACCT_00378,8730397637761738,Dakshin Bharat Bank,Surat,Savings
ACCT_00379,8462083525847100,Deccan Mercantile Bank,Bhopal,Savings
ACCT_00380,3700118686765612,Narmada Cooperative Bank,Dhanbad,Current
ACCT_00381,1247641954190209,Narmada Cooperative Bank,Howrah,Current
ACCT_00382,6439764587158693,Dakshin Bharat Bank,Nashik,Current
ACCT_00383,0439682657123055,Suryodaya Commercial Bank,Jaipur,Savings
ACCT_00384,4554104740453429,Narmada Cooperative Bank,Ranchi,Savings
ACCT_00385,6808696817267906,Eastern Union Bank,Warangal,Savings
ACCT_00386,7759632220954204,Eastern Union Bank,Bhopal,Current
ACCT_00387,8984141139666315,Deccan Mercantile Bank,New Delhi,Savings
ACCT_00388,5173046995066813,Narmada Cooperative Bank,Ranchi,Savings
ACCT_00389,7706701804020949,Bharat Meridian Bank,Thiruvananthapuram,Current
ACCT_00390,5956719704391827,Suryodaya Commercial Bank,New Delhi,Current
ACCT_00391,6798168959650476,Deccan Mercantile Bank,Cuttack,Current
ACCT_00392,2680009351551243,Dakshin Bharat Bank,Warangal,Savings
ACCT_00393,7019995708743470,Dakshin Bharat Bank,Muzaffarpur,Savings
ACCT_00394,3935810600083463,Narmada Cooperative Bank,Indore,Current
ACCT_00395,6975693632764537,Dakshin Bharat Bank,Muzaffarpur,Savings
ACCT_00396,4189242632778360,Deccan Mercantile Bank,Ahmedabad,Savings
ACCT_00397,2371191413065408,Dakshin Bharat Bank,Mysuru,Current
ACCT_00398,9805172715192949,Narmada Cooperative Bank,Ludhiana,Current
ACCT_00399,1015514265470585,Bharat Meridian Bank,Nashik,Savings
ACCT_00400,5218739559540116,Suryodaya Commercial Bank,New Delhi,Savings
ACCT_00401,4090210199581687,Eastern Union Bank,Durgapur,Savings
ACCT_00402,5779043129453057,Deccan Mercantile Bank,Ghaziabad,Savings
ACCT_00403,9447061207772689,Dakshin Bharat Bank,Ahmedabad,Current
ACCT_00404,1381612952520543,Deccan Mercantile Bank,Vadodara,Savings
ACCT_00405,8590087859484029,Bharat Meridian Bank,Madurai,Current
ACCT_00406,9668831616478422,Deccan Mercantile Bank,Patna,Savings
ACCT_00407,6988978768806417,Dakshin Bharat Bank,Pune,Savings
ACCT_00408,8763723142557169,Narmada Cooperative Bank,Nizamabad,Current
ACCT_00409,0862638312880441,Deccan Mercantile Bank,Mysuru,Current
ACCT_00410,4413574267617230,Suryodaya Commercial Bank,Mohali,Savings
ACCT_00411,9085695662797958,Deccan Mercantile Bank,Kozhikode,Savings
ACCT_00412,9633160694622176,Deccan Mercantile Bank,Jaipur,Current
ACCT_00413,1355050499305342,Eastern Union Bank,Vadodara,Savings
ACCT_00414,7341447019606971,Dakshin Bharat Bank,Bengaluru,Current
ACCT_00415,5581792547549209,Narmada Cooperative Bank,Kochi,Current
ACCT_00416,3191250452013805,Bharat Meridian Bank,Delhi,Savings
ACCT_00417,2542825592806216,Bharat Meridian Bank,Hubballi,Current
ACCT_00418,2028549719449397,Eastern Union Bank,Amritsar,Savings
ACCT_00419,3230778830599249,Dakshin Bharat Bank,Kozhikode,Current
ACCT_00420,1844597438734833,Suryodaya Commercial Bank,Hyderabad,Savings
ACCT_00421,1049545360866720,Narmada Cooperative Bank,Amritsar,Current
ACCT_00422,1958048768470077,Bharat Meridian Bank,Durgapur,Savings
ACCT_00423,9085916573621937,Eastern Union Bank,Thiruvananthapuram,Savings
ACCT_00424,8558199594464191,Dakshin Bharat Bank,Hubballi,Current
ACCT_00425,3823094561503647,Suryodaya Commercial Bank,Lucknow,Current
ACCT_00426,1838303858045834,Eastern Union Bank,Howrah,Current
ACCT_00427,5452691379844973,Dakshin Bharat Bank,Mohali,Savings
ACCT_00428,3093035738048204,Dakshin Bharat Bank,Dhanbad,Savings
ACCT_00429,9306652696073599,Deccan Mercantile Bank,Pune,Savings
ACCT_00430,5429181438401630,Deccan Mercantile Bank,Cuttack,Current
ACCT_00431,8149324036449777,Suryodaya Commercial Bank,Jamshedpur,Savings
ACCT_00432,3005342373165899,Eastern Union Bank,Kochi,Savings
ACCT_00433,8377257466905422,Eastern Union Bank,Warangal,Current
ACCT_00434,1109240258093959,Suryodaya Commercial Bank,Bhubaneswar,Savings
ACCT_00435,8046842477115121,Suryodaya Commercial Bank,Howrah,Current
ACCT_00436,9526494903290444,Deccan Mercantile Bank,Nashik,Current
ACCT_00437,6175507372809549,Eastern Union Bank,Amritsar,Savings
ACCT_00438,7419044223907413,Deccan Mercantile Bank,Noida,Savings
ACCT_00439,9257631099179545,Suryodaya Commercial Bank,Patna,Savings
ACCT_00440,2050684108985300,Suryodaya Commercial Bank,Hubballi,Savings
ACCT_00441,6313799077905747,Deccan Mercantile Bank,Bhopal,Current
ACCT_00442,1660099813574323,Eastern Union Bank,Delhi,Current
ACCT_00443,4323198011299472,Eastern Union Bank,Vadodara,Savings
ACCT_00444,1086452405528344,Dakshin Bharat Bank,Gaya,Savings
ACCT_00445,7025103071281184,Narmada Cooperative Bank,Rourkela,Savings
ACCT_00446,7811751203026266,Bharat Meridian Bank,Cuttack,Current
ACCT_00447,9347352519497211,Bharat Meridian Bank,Kozhikode,Savings
ACCT_00448,9666668272350133,Dakshin Bharat Bank,Udaipur,Current
ACCT_00449,1129008693255657,Suryodaya Commercial Bank,Kozhikode,Current
ACCT_00450,0524934646061520,Deccan Mercantile Bank,Delhi,Savings
ACCT_00451,8784785334117646,Narmada Cooperative Bank,Pune,Current
ACCT_00452,2448908745272036,Dakshin Bharat Bank,Coimbatore,Savings
ACCT_00453,6647500394960830,Suryodaya Commercial Bank,Jabalpur,Savings
ACCT_00454,2936752183687696,Bharat Meridian Bank,Vadodara,Savings
ACCT_00455,1518437635561364,Deccan Mercantile Bank,Mumbai,Savings
ACCT_00456,7750840628292292,Narmada Cooperative Bank,Dhanbad,Current
ACCT_00457,8066910234226757,Dakshin Bharat Bank,Bhubaneswar,Current
ACCT_00458,5075178055077032,Eastern Union Bank,Howrah,Savings
ACCT_00459,7807684661880313,Dakshin Bharat Bank,Delhi,Current
ACCT_00460,5411791244273687,Dakshin Bharat Bank,Delhi,Current
ACCT_00461,6182408162683625,Bharat Meridian Bank,Ghaziabad,Current
ACCT_00462,5839088292614196,Suryodaya Commercial Bank,Chennai,Current
ACCT_00463,5189426016477583,Narmada Cooperative Bank,Jamshedpur,Current
ACCT_00464,4444672118581533,Dakshin Bharat Bank,Mohali,Current
ACCT_00465,6559269923458373,Deccan Mercantile Bank,Mysuru,Current
ACCT_00466,0322275975326634,Eastern Union Bank,Ahmedabad,Savings
ACCT_00467,2172142850506879,Deccan Mercantile Bank,Mysuru,Savings
ACCT_00468,1985183131684687,Deccan Mercantile Bank,Durgapur,Current
ACCT_00469,4988536153754867,Narmada Cooperative Bank,Lucknow,Current
ACCT_00470,1477052591957219,Suryodaya Commercial Bank,Mumbai,Savings
ACCT_00471,7067252141036584,Deccan Mercantile Bank,Muzaffarpur,Savings
ACCT_00472,8998013324828942,Deccan Mercantile Bank,Jabalpur,Current
ACCT_00473,3697224336459068,Bharat Meridian Bank,Dhanbad,Current
ACCT_00474,1490940409533287,Narmada Cooperative Bank,Cuttack,Savings
ACCT_00475,0315721934100627,Deccan Mercantile Bank,Ranchi,Savings
ACCT_00476,5874832628641399,Eastern Union Bank,Bhubaneswar,Savings
ACCT_00477,9871314549565795,Eastern Union Bank,Nashik,Savings
ACCT_00478,0245568380191081,Deccan Mercantile Bank,Durgapur,Current
ACCT_00479,5114773852540208,Suryodaya Commercial Bank,Nashik,Savings
ACCT_00480,2176294428002137,Bharat Meridian Bank,Jaipur,Current
